BLOCK_ID,STATE_ID,DISTRICT_I,id,Block_name,A,C,D,E,F,G,H,I,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AY,AZ,BA,BB,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BU,BV,J,BQ,BR,BS,BT,AL,BC,B,BE,BD,Dist_Name
1311,4,277,1311,Chinthong,82.75147283,2.405327502,1.754385965,1.754385965,28.94736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.631578947,0.0,1.754385965,21.92982456,0.0,0.0,18.42105263,1.265546585,71.05263158,536,50.10909884,25.93283582,0.0,5.410447761,58.67612534,0.190874758,9.087475758,0.63745001,-53.23741163,2.121312562,0.0,0.079549221,11.82191781,8.452054795,0.294117647,0.0,94.41176471,4.705882353,0.294117647,0.0,1143.841682,27.46845138,20.23696606,23.92871178,25.7130264,0.051,0.337,0.017,0.194,0.0,0.0,0.0,0.0,0.649,0.06,63.35,42.5,7.5,180.2508211,76.37,15.38,7.69,0.0,Mix,2.81,Ground_water,Clay loam,Steep/Strong,Karbi Anglong
1012,4,277,1012,Bokajan,16.49767561,17.50603429,39.63414634,3.048780488,10.36585366,31.40243902,1.219512195,0.304878049,40.54878049,42.98780488,2.43902439,0.304878049,46.95121951,1.524390244,1.524390244,44.51219512,61.58536585,54.26829268,2.43902439,64.32926829,6.662030089,82.62195122,824,13.19960467,35.19417476,0.131776419,16.38349515,55.6779322,0.0,12.96076818,0.663272516,-53.23741163,3.725474621,1.27095083,2.33537215,12.28730512,10.14476615,0.804289544,0.268096515,90.34852547,6.970509383,0.0,0.0,1529.802285,28.34884694,20.85362258,24.47285838,26.39855673,0.021,0.025,0.064,0.112,0.017,0.138,0.0,0.0,0.584,0.03,71.81,42.5,7.5,159.6097017,76.37,15.38,7.69,0.0,Mix,2.81,Ground_water,Clay loam,Gentle/ Steep,Karbi Anglong
2250,4,277,2250,Howraghat,62.75275415,10.79670373,14.02597403,2.857142857,5.974025974,10.12987013,2.077922078,1.038961039,11.16883117,45.71428571,49.61038961,2.077922078,38.18181818,15.84415584,13.50649351,10.90909091,72.98701299,5.194805195,3.376623377,49.09090909,38.68707293,68.05194805,1928,47.75135964,77.3340249,2.342769488,27.90456432,55.6779322,0.0,12.96076818,0.663272516,-53.23741163,2.449280388,0.958037108,5.886942951,7.738636364,4.676136364,1.639344262,0.0,33.60655738,63.93442623,0.0,0.819672131,1357.458114,27.86825089,20.52279252,24.15144044,26.00440488,0.021,0.025,0.064,0.112,0.017,0.138,0.0,0.0,0.584,0.03,71.81,42.5,7.5,189.743699,76.37,15.38,7.69,0.0,Alluvium,2.81,Surface_water,Clay loam/Loam,Gentle/Level,Karbi Anglong
3375,4,277,3375,Langsomepi,67.97900262,10.83414643,7.80141844,19.85815603,10.63829787,6.382978723,0.0,0.0,4.964539007,37.58865248,43.97163121,0.0,27.65957447,27.65957447,21.9858156,27.65957447,62.41134752,0.0,4.964539007,36.17021277,27.31941116,95.74468085,701,73.03434897,89.72895863,3.697363916,17.9743224,55.6779322,0.0,12.96076818,0.663272516,-53.23741163,22.44498395,0.650011747,4.691048633,3.363636364,2.159090909,0.0,0.0,83.90092879,16.09907121,0.0,0.0,1384.625051,27.98343676,20.60932481,24.23160815,26.09698479,0.021,0.025,0.064,0.112,0.017,0.138,0.0,0.0,0.584,0.03,71.81,42.5,7.5,139.8312666,76.37,15.38,7.69,0.0,Mix,2.81,Surface_water,Clay loam,Steep/Very steep,Karbi Anglong
3443,4,277,3443,Lumbajong,51.88418708,29.95121782,6.41509434,0.566037736,1.132075472,1.886792453,0.0,0.0,4.339622642,9.811320755,87.9245283,0.0,14.1509434,0.754716981,2.641509434,6.603773585,75.28301887,15.47169811,0.188679245,20.37735849,24.31625835,53.77358491,1553,69.26503341,93.62524147,18.78396437,57.24404379,55.6779322,0.0,12.96076818,0.663272516,-53.23741163,31.4667226,0.153803132,1.461129754,14.76367615,9.242888403,0.762195122,0.0,88.87195122,9.451219512,0.0,0.0,1303.641936,27.654596,20.3761768,24.01226944,25.84069228,0.021,0.025,0.064,0.112,0.017,0.138,0.0,0.0,0.584,0.03,71.81,42.5,7.5,183.2909824,76.37,15.38,7.69,0.0,Hard rock,2.81,Mix,Clay loam,Strong/ Steep,Karbi Anglong
4305,4,277,4305,Nilip,48.888155,11.10715698,2.43902439,7.317073171,1.951219512,1.463414634,0.975609756,0.487804878,1.463414634,3.902439024,5.853658537,0.487804878,9.756097561,15.12195122,3.902439024,3.414634146,21.46341463,0.975609756,0.0,8.780487805,25.73756055,42.43902439,411,40.11448701,86.13138686,0.682518714,7.542579075,55.6779322,0.0,12.96076818,0.663272516,-53.23741163,27.62724014,0.100358423,2.207885305,13.01398601,8.314685315,0.0,0.338983051,97.62711864,2.033898305,0.0,0.0,1512.23997,28.52323961,20.97799855,24.58785181,26.53350325,0.021,0.025,0.064,0.112,0.017,0.138,0.0,0.0,0.584,0.03,71.81,42.5,7.5,187.8933291,76.37,15.38,7.69,0.0,Mix,2.81,Ground_water,Clay loam,Steep/Very steep,Karbi Anglong
5195,4,277,5195,Rongmongwe,72.01989411,53.0034044,2.45398773,11.65644172,6.134969325,1.840490798,0.613496933,0.0,0.0,4.90797546,31.90184049,1.226993865,9.202453988,57.66871166,41.10429448,4.90797546,31.28834356,0.0,4.90797546,1.226993865,24.32215627,76.68711656,419,63.48467833,73.03102625,2.374458527,28.16229117,55.6779322,0.0,12.96076818,0.663272516,-53.23741163,3.180143494,1.047120419,35.52452977,14.28372093,9.609302326,0.142653352,0.0,96.57631954,3.281027104,0.0,0.0,1537.889442,28.92891598,21.31682825,24.88875008,26.85398102,0.021,0.025,0.064,0.112,0.017,0.138,0.0,0.0,0.584,0.03,71.81,42.5,7.5,205.0854172,76.37,15.38,7.69,0.0,Mix,2.81,Surface_water,Clay loam,Steep/Very steep,Karbi Anglong
5323,4,277,5323,Samelangso,25.21634434,25.47959779,5.607476636,0.62305296,1.869158879,10.90342679,0.0,0.0,0.0,8.722741433,34.57943925,0.0,14.64174455,4.361370717,1.246105919,3.426791277,28.66043614,0.934579439,13.08411215,19.62616822,15.93046881,54.51713396,671,38.48295583,70.34277198,0.150500414,28.16691505,55.6779322,0.0,12.96076818,0.663272516,-53.23741163,0.950441276,0.769404843,4.865354153,8.290909091,4.206060606000001,0.420168067,0.0,73.52941176,26.05042017,0.0,0.0,1554.482102,28.03120113,20.63225478,24.25512092,26.12901305,0.021,0.025,0.064,0.112,0.017,0.138,0.0,0.0,0.584,0.03,71.81,42.5,7.5,107.5451882,76.37,15.38,7.69,0.0,Mix,2.81,Mix,Clay loam,Steep/Gentle,Karbi Anglong
461,4,521,461,Balipara,38.93579423,18.17214488,39.10614525,16.75977654,20.11173184,30.16759777,8.938547486,5.027932961,29.60893855,43.57541899,22.34636872,7.262569832,54.18994413,42.45810056,37.4301676,37.4301676,91.62011173,66.48044693,18.99441341,61.45251397,26.99620394,91.06145251,2465,25.91792657,49.81744422,4.457097978,36.67342799,53.88549982,0.439323191,14.41231109,0.686493931,-51.48453749,20.38100209,5.271398747,13.47860125,13.62569832,11.08379888,0.967741935,2.580645161,67.41935484,23.5483871,0.64516129,2.903225806,2238.224955,28.25952778,20.69263187,24.31752371,26.2578294,0.324,0.164,0.311,0.714,0.147,0.298,0.601,0.324,0.489,0.372,68.56,38.64,13.64,163.7743967,78.04,13.95,7.75,0.0,Alluvium,10.28,Mix,Clay loam/Loam,Gentle/Level,Sonitpur
383,4,521,383,BAGHMARA,33.39191564,41.50979897,18.01801802,2.702702703,5.405405405,19.81981982,0.0,0.0,18.01801802,44.14414414,24.32432432,0.900900901,35.13513514,10.81081081,18.01801802,24.32432432,69.36936937,52.25225225,3.603603604,40.54054054,26.99955202,71.17117117,1249,28.5743823,22.89831865,4.159343878,17.85428343,57.01666667,0.098039216,18.53921569,0.660192877,-51.48453749,12.16018402,12.70388959,8.301965705,11.62745098,9.774509804,0.0,11.27819549,51.87969925,20.30075188,0.751879699,15.78947368,1767.48475,28.5181564,20.92114489,24.51578397,26.47516248,0.627,0.679,0.411,0.792,0.536,0.835,0.974,0.839,0.887,0.255,64.72,38.64,13.64,167.1208591,78.04,13.95,7.75,0.0,Alluvium,10.28,Surface_water,Clay loam/Loam,Gentle/Level,Sonitpur
3462,4,151,3462,Machkhowa,81.38874277,37.70325899,9.090909091,1.01010101,2.02020202,2.02020202,0.0,0.0,5.050505051,11.11111111,7.070707071,0.0,46.46464646,12.12121212,5.050505051,7.070707071,62.62626263,5.050505051,2.02020202,34.34343434,21.51499211,68.68686869,751,26.60704892,88.68175766,0.57864282,11.31824234,64.9865398,0.005079322,8.836327312,0.554408532,-68.57842631,5.19843488,0.0,0.531022918,12.0,10.03921569,0.0,2.777777778,63.88888889,33.33333333,0.0,0.0,2189.496351,28.76054702,21.06193602,24.55828883,26.62065324,0.45,0.497,0.255,0.03,0.515,0.636,0.0,0.19,0.943,0.45,72.7,42.86,7.14,137.724847,78.41,14.2,7.39,0.0,Alluvium,5.07,Surface_water,Clay loam/Loam,Gentle/Level,Dhemaji
1038,4,385,1038,BARKHETRI,48.82998594,36.98990485,39.51612903,11.29032258,26.61290323,38.70967742,25.80645161,18.5483871,30.64516129,62.90322581,40.32258065,12.09677419,52.41935484,38.70967742,37.90322581,53.22580645,59.67741935,19.35483871,20.16129032,59.67741935,40.24008898,87.09677419,2299,41.02499528,41.62679426,7.949799576,43.75815572,49.95005379,1.498386353,23.92903796,0.728242719,-41.6840431,10.79279396,5.040322581,30.82726327,11.88709677,9.879032258,2.189781022,21.16788321,22.62773723,29.9270073,2.919708029,21.16788321,1845.428261,27.32108977,19.92268611,23.87560705,25.64439223,0.857,0.519,0.831,0.956,0.666,0.35,0.0,0.0,0.363,0.848,78.63,54.55,0.0,181.3600212,80.57,12.57,5.71,0.0,Alluvium,25.19,Surface_water,Clay loam/Loam,Gentle/Level,Nalbari
1034,4,385,1034,BARIGOG BANBHAG,19.70841242,7.499349347,67.0212766,28.72340426,17.0212766,54.25531915,14.89361702,13.82978723,43.61702128,65.95744681,31.91489362,8.510638298,81.91489362,43.61702128,35.10638298,76.59574468,94.68085106,68.08510638,32.9787234,72.34042553,23.63797908,95.74468085,1865,53.4590687,66.11260054,7.281612213,28.09651475,49.95005379,1.498386353,23.92903796,0.728242719,-41.6840431,5.742427058,2.007061884,6.327820108,16.21276596,11.9787234,0.0,4.615384615,55.38461538,40.0,0.0,0.0,1806.235571,27.54951,19.9584403,23.90994644,25.75182629,0.857,0.519,0.831,0.956,0.666,0.35,0.0,0.0,0.363,0.848,78.63,54.55,0.0,164.0088886,80.57,12.57,5.71,0.0,Alluvium,25.19,Mix,Loam/Clay loam,Gentle/Level,Nalbari
2016,4,266,2016,Goroimari,39.36369725,11.00211812,14.28571429,4.285714286,14.28571429,7.142857143,4.285714286,0.0,15.71428571,37.14285714,25.71428571,0.0,10.0,27.14285714,30.0,11.42857143,48.57142857,4.285714286,14.28571429,30.0,21.67113195,90.0,957,30.33154722,71.15987461,1.94909578,7.10553814,59.4325666,0.547927191,14.42637502,0.630474172,-54.35387117,3.92872791,3.120588092,3.028090161,15.95714286,12.22857143,3.448275862,18.96551724,20.68965517,32.75862069,5.172413793,18.96551724,1898.802914,27.27671005,19.93225915,23.88425877,25.63222778,0.385,0.194,0.489,0.471,0.774,0.519,0.666,0.675,0.519,0.285,75.55,51.22,2.44,141.6854594,85.11,11.97,1.94,0.0,Alluvium,31.25,Ground_water,Clay loam/Loam,Gentle/Level,Kamrup Rural
5083,4,266,5083,Rangia,21.26949753,7.490412143,52.08333333,5.208333333,16.66666667,44.79166667,6.25,1.041666667,46.875,59.375,51.04166667,7.291666667,71.875,15.625,26.04166667,59.375,89.58333333,67.70833333,22.91666667,60.41666667,40.76556144,90.625,1794,50.15949197,87.79264214,6.291884932,20.95875139,59.4325666,0.547927191,14.42637502,0.630474172,-54.35387117,4.229644076,0.255972696,3.522671867,11.31182796,9.150537634,4.615384615,3.076923077,70.76923077,21.53846154,0.0,0.0,1828.926522,27.52569663,20.04537691,23.91509884,25.73888715,0.385,0.194,0.489,0.471,0.774,0.519,0.666,0.675,0.519,0.285,75.55,51.22,2.44,170.2276057,85.11,11.97,1.94,0.0,Alluvium,31.25,Surface_water,Clay loam/Loam,Gentle/Level,Kamrup Rural
5087,4,266,5087,Rani,50.69295335,10.63028945,10.0,1.428571429,1.428571429,5.714285714,0.0,0.0,4.285714286,17.14285714,0.0,1.428571429,15.71428571,12.85714286,1.428571429,4.285714286,68.57142857,21.42857143,0.0,17.14285714,25.10247902,42.85714286,477,52.57661526,87.63102725,0.117118876,10.90146751,59.4325666,0.547927191,14.42637502,0.630474172,-54.35387117,0.464474015,0.0,0.112980166,12.18888889,10.06666667,6.493506494,1.948051948,75.97402597,9.74025974,0.649350649,0.0,1864.135166,27.47478881,20.17223256,23.9371574,25.72160881,0.385,0.194,0.489,0.471,0.774,0.519,0.666,0.675,0.519,0.285,75.55,51.22,2.44,160.3062593,85.11,11.97,1.94,0.0,Mix,31.25,Surface_water,Clay loam,Steep/Gentle,Kamrup Rural
1980,4,198,1980,GOLAGHAT EAST,53.50530147,55.32876179,22.42990654,9.345794393,9.345794393,19.62616822,0.0,0.0,11.21495327,55.14018692,5.607476636,0.934579439,50.46728972,13.08411215,7.476635514,22.42990654,93.45794393,74.76635514,6.542056075,73.8317757,32.04620984,91.58878505,2078,60.75644881,82.38691049,2.047792372,50.52935515,65.45779965,0.04223731,9.978036599,0.53957448,-55.11181843,4.645448831,1.925604251,2.194160334,14.84693878,11.80612245,0.0,1.052631579,63.15789474,35.78947368,0.0,0.0,1729.014416,28.46269963,20.88745407,24.51345217,26.47702416,0.493,0.709,0.277,0.385,0.601,0.264,0.826,0.393,0.809,0.502,77.43,46.51,4.65,120.5526986,85.9,11.89,2.2,0.0,Alluvium,6.12,Mix,Clay loam,Gentle/Level,Golaghat
1031,4,156,1031,BARBARUAH,42.44492104,14.30871864,12.10526316,1.578947368,2.105263158,10.52631579,1.052631579,0.0,7.368421053,22.63157895,42.63157895,0.0,34.21052632,2.105263158,14.73684211,12.63157895,82.10526316,47.36842105,4.210526316,47.36842105,32.49415091,74.73684211,1783,44.09728992,80.76275939,2.61503217,23.89231632,47.03040232,0.0,7.434381566,0.609610781,-46.76551102,2.09926224,11.71026157,0.918846412,12.0,10.0,1.086956522,26.44927536,42.02898551,16.30434783,0.0,14.13043478,2186.17399,28.73310487,21.03001499,24.53781099,26.60009359,0.177,0.385,0.125,0.441,0.086,0.411,0.0,0.294,0.753,0.419,76.05,56.76,2.7,175.8358306,82.18,11.64,5.45,0.0,Alluvium,6.71,Ground_water,Loam/Clay loam,Gentle/Level,Dibrugarh
2460,4,378,2460,Jatinga Valley,45.715937,72.66894582,10.13513514,0.675675676,1.351351351,12.16216216,2.702702703,0.675675676,4.054054054,5.405405405,7.432432432,0.0,18.24324324,2.027027027,2.027027027,10.13513514,51.35135135,34.45945946,1.351351351,19.59459459,7.123248086,62.83783784,244,36.97442566,66.39344262,2.644126571,10.24590164,20.79530871,0.0,40.67267931,0.899895122,-58.554364,19.58298582,0.0,1.75145955,18.0794702,10.89403974,0.0,0.0,97.55351682,2.140672783,0.0,0.0,1662.583204,27.23002845,20.21107934,23.9226758,25.62624554,0.0,0.658,0.103,0.0,0.047,0.935,0.0,0.554,0.242,0.0,77.54,18.18,31.82,176.924936,85.14,12.0,2.86,0.0,Mix,1.01,Ground_water,Clay loam,Very steep/ Steep,N.C.Hills
3018,4,156,3018,Khowang,42.65065858,2.636084764,24.35064935,5.194805195,4.87012987,17.53246753,6.818181818,0.974025974,15.90909091,49.67532468,4.220779221,0.649350649,38.31168831,7.467532468,12.66233766,17.85714286,87.98701299,37.01298701,13.31168831,63.31168831,22.67164005,82.46753247,1687,34.73831449,50.56312982,2.00722695,22.99940723,47.03040232,0.0,7.434381566,0.609610781,-46.76551102,5.350682323,0.761662964,4.59536655,9.201954397,7.599348534,1.333333333,2.0,60.66666667,34.0,0.666666667,1.333333333,2169.564187,28.71490511,21.00817991,24.52459464,26.58681022,0.177,0.385,0.125,0.441,0.086,0.411,0.0,0.294,0.753,0.419,76.05,56.76,2.7,133.3403582,82.18,11.64,5.45,0.0,Alluvium,6.71,Ground_water,Loam,Gentle/Level,Dibrugarh
3330,4,156,3330,LAHOAL,15.33687503,10.51560878,15.83333333,6.666666667,3.333333333,8.333333333000002,0.833333333,0.0,5.0,22.5,10.83333333,4.166666667000001,18.33333333,14.16666667,14.16666667,11.66666667,68.33333333,37.5,1.666666667,35.83333333,17.04235142,61.66666667,1544,29.92155305,39.44300518,3.244625391,28.43264249,47.03040232,0.0,7.434381566,0.609610781,-46.76551102,6.296813508,2.551732893,6.093690491,9.164179104,7.358208955,0.784313725,30.58823529,27.84313725,21.96078431,0.0,18.82352941,2261.842967,28.94080458,21.22932584,24.71786369,26.7756424,0.177,0.385,0.125,0.441,0.086,0.411,0.0,0.294,0.753,0.419,76.05,56.76,2.7,135.4494917,82.18,11.64,5.45,0.0,Alluvium,6.71,Mix,Clay loam/Loam,Gentle/Level,Dibrugarh
